dat_yer,dst_num,dst_tye,dst_nam,sch_num,sch_nam,sai_mal,sai_fem,api_mal,api_fem,blk_mal,blk_fem,shl_mal,shl_fem,hpi_mal,hpi_fem,oip_mal,oip_fem,wht_mal,wht_fem,smr_mal,smr_fem,tot_mal,tot_fem,tot_mny,tot_tot,cou_num,cou_nam,sch_cls,eco_dev
21-22,381.0,1.0,LAKE SUPERIOR PUBLIC SCHOOL DIST.  ,255.0,SOLO                               ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38,Lake                                         ,41,03 
21-22,390.0,1.0,LAKE OF THE WOODS SCHOOL DISTRICT  ,0.0,District Totals,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,1.0,21.0,22.0,6.0,43.0,39,Lake of the Woods                            , ,02 
21-22,390.0,1.0,LAKE OF THE WOODS SCHOOL DISTRICT  ,222.0,LAKE OF THE WOODS SECONDARY        ,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,19.0,0.0,1.0,21.0,22.0,6.0,43.0,39,Lake of the Woods                            ,33,02 
21-22,391.0,1.0,CLEVELAND PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,17.0,1.0,0.0,24.0,19.0,3.0,43.0,40,Le Sueur                                     , ,09 
21-22,391.0,1.0,CLEVELAND PUBLIC SCHOOL DISTRICT   ,20.0,CLEVELAND SECONDARY                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,17.0,1.0,0.0,24.0,19.0,3.0,43.0,40,Le Sueur                                     ,33,09 
21-22,397.0,52.0,Lake Agassiz Education Cooperative ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,14,Clay                                         , ,04 
21-22,397.0,52.0,Lake Agassiz Education Cooperative ,11.0,INTENSIVE INTERAGENCY PROGRAM      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,14,Clay                                         ,50,04 
21-22,397.0,52.0,Lake Agassiz Education Cooperative ,12.0,Glacial Ridge Transitional Skills P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14,Clay                                         ,50,04 
21-22,402.0,1.0,HENDRICKS PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,0.0,16.0,14.0,2.0,30.0,41,Lincoln                                      , ,08 
21-22,402.0,1.0,HENDRICKS PUBLIC SCHOOL DISTRICT   ,20.0,Hendricks Senior High              ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,10.0,5.0,1.0,15.0,41,Lincoln                                      ,32,08 
21-22,402.0,1.0,HENDRICKS PUBLIC SCHOOL DISTRICT   ,90.0,MNVSS                              ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,6.0,9.0,1.0,15.0,41,Lincoln                                      ,46,08 
21-22,413.0,1.0,MARSHALL PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,0.0,0.0,6.0,11.0,5.0,5.0,11.0,15.0,0.0,0.0,0.0,0.0,60.0,71.0,4.0,1.0,86.0,103.0,58.0,189.0,42,Lyon                                         , ,08 
21-22,413.0,1.0,MARSHALL PUBLIC SCHOOL DISTRICT    ,1.0,MARSHALL HIGH SCHOOL               ,0.0,0.0,6.0,11.0,5.0,5.0,7.0,14.0,0.0,0.0,0.0,0.0,56.0,66.0,4.0,1.0,78.0,97.0,53.0,175.0,42,Lyon                                         ,32,08 
21-22,413.0,1.0,MARSHALL PUBLIC SCHOOL DISTRICT    ,8.0,MATEC                              ,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,7.0,6.0,5.0,13.0,42,Lyon                                         ,41,08 
21-22,413.0,1.0,MARSHALL PUBLIC SCHOOL DISTRICT    ,9.0,Marshall Learning Center           ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42,Lyon                                         ,50,08 
21-22,414.0,1.0,MINNEOTA PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,1.0,18.0,26.0,3.0,44.0,42,Lyon                                         , ,08 
21-22,414.0,1.0,MINNEOTA PUBLIC SCHOOL DISTRICT    ,2.0,MINNEOTA SECONDARY                 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,1.0,18.0,26.0,3.0,44.0,42,Lyon                                         ,33,08 
21-22,423.0,1.0,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,2.0,2.0,2.0,1.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,98.0,94.0,2.0,5.0,111.0,111.0,30.0,222.0,43,McLeod                                       , ,06E
21-22,423.0,1.0,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,30.0,HUTCHINSON SENIOR HIGH             ,0.0,2.0,2.0,2.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,93.0,88.0,1.0,4.0,103.0,103.0,25.0,206.0,43,McLeod                                       ,32,06E
21-22,423.0,1.0,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,35.0,CORNERSTONE                        ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,43,McLeod                                       ,77,06E
21-22,423.0,1.0,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,70.0,CROW RIVER AREA LEARNING CENTER    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,3.0,6.0,3.0,9.0,43,McLeod                                       ,41,06E
21-22,423.0,1.0,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,72.0,HUTCHINSON NIGHT ALT LEARNING CTR  ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,43,McLeod                                       ,41,06E
21-22,423.0,1.0,HUTCHINSON PUBLIC SCHOOL DISTRICT  ,90.0,HUTCHINSON TRANSITION ASSISTANCE PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,43,McLeod                                       ,50,06E
21-22,424.0,1.0,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,11.0,2.0,1.0,17.0,14.0,7.0,31.0,43,McLeod                                       , ,06E
21-22,424.0,1.0,LESTER PRAIRIE PUBLIC SCHOOL DIST. ,20.0,LESTER PRAIRIE SECONDARY           ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,11.0,2.0,1.0,17.0,14.0,7.0,31.0,43,McLeod                                       ,33,06E
21-22,432.0,1.0,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,18.0,14.0,21.0,32.0,44,Mahnomen                                     , ,02 
21-22,432.0,1.0,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,20.0,MAHNOMEN SECONDARY                 ,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,15.0,10.0,17.0,25.0,44,Mahnomen                                     ,33,02 
21-22,432.0,1.0,MAHNOMEN PUBLIC SCHOOL DISTRICT    ,40.0,MAHNOMEN AREA LEARNING CENTER      ,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,4.0,7.0,44,Mahnomen                                     ,41,02 
21-22,435.0,1.0,Waubun-Ogema-White Earth Schools   ,0.0,District Totals,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,20.0,17.0,29.0,37.0,44,Mahnomen                                     , ,02 
21-22,435.0,1.0,Waubun-Ogema-White Earth Schools   ,30.0,WAUBUN SECONDARY                   ,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,14.0,15.0,22.0,29.0,44,Mahnomen                                     ,33,02 
21-22,435.0,1.0,Waubun-Ogema-White Earth Schools   ,40.0,WAUBUN AREA LEARNING PROGRAM       ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,44,Mahnomen                                     ,42,02 
21-22,435.0,1.0,Waubun-Ogema-White Earth Schools   ,70.0,Waubun ALC                         ,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,44,Mahnomen                                     ,41,02 
21-22,441.0,1.0,MARSHALL COUNTY CENTRAL SCHOOLS    ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,13.0,16.0,1.0,29.0,45,Marshall                                     , ,01 
21-22,441.0,1.0,MARSHALL COUNTY CENTRAL SCHOOLS    ,20.0,MARSHALL COUNTY CENTRAL HIGH       ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,0.0,13.0,16.0,1.0,29.0,45,Marshall                                     ,33,01 
21-22,447.0,1.0,GRYGLA PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,8.0,4.0,0.0,12.0,45,Marshall                                     , ,01 
21-22,447.0,1.0,GRYGLA PUBLIC SCHOOL DISTRICT      ,3.0,GRYGLA SECONDARY                   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,8.0,4.0,0.0,12.0,45,Marshall                                     ,33,01 
21-22,458.0,1.0,TRUMAN PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,9.0,10.0,0.0,19.0,46,Martin                                       , ,09 
21-22,458.0,1.0,TRUMAN PUBLIC SCHOOL DISTRICT      ,20.0,TRUMAN SECONDARY                   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0,9.0,10.0,0.0,19.0,46,Martin                                       ,33,09 
21-22,463.0,1.0,EDEN VALLEY-WATKINS SCHOOL DISTRICT,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,42.0,0.0,0.0,30.0,42.0,1.0,72.0,47,Meeker                                       , ,06E
21-22,463.0,1.0,EDEN VALLEY-WATKINS SCHOOL DISTRICT,20.0,EDEN VALLEY SECONDARY              ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,42.0,0.0,0.0,27.0,42.0,1.0,69.0,47,Meeker                                       ,33,06E
21-22,463.0,1.0,EDEN VALLEY-WATKINS SCHOOL DISTRICT,40.0,EDEN VALLEY-WATKINS ALP            ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,47,Meeker                                       ,42,06E
21-22,465.0,1.0,LITCHFIELD PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,44.0,41.0,0.0,0.0,50.0,48.0,13.0,98.0,47,Meeker                                       , ,06E
21-22,465.0,1.0,LITCHFIELD PUBLIC SCHOOL DISTRICT  ,40.0,LITCHFIELD SENIOR HIGH             ,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,43.0,39.0,0.0,0.0,49.0,45.0,12.0,94.0,47,Meeker                                       ,32,06E
21-22,465.0,1.0,LITCHFIELD PUBLIC SCHOOL DISTRICT  ,50.0,LITCHFIELD AREA LEARNING PROGRAM   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,47,Meeker                                       ,42,06E
21-22,466.0,1.0,Dassel-Cokato Public Schools       ,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,80.0,78.0,0.0,1.0,83.0,81.0,6.0,164.0,86,Wright                                       , ,07W
21-22,466.0,1.0,Dassel-Cokato Public Schools       ,2.0,DASSEL-COKATO SENIOR HIGH          ,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,72.0,0.0,1.0,67.0,75.0,6.0,142.0,86,Wright                                       ,32,07W
21-22,466.0,1.0,Dassel-Cokato Public Schools       ,6.0,DASSEL-COKATO ALTERNATIVE CTR.     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,16.0,6.0,0.0,22.0,86,Wright                                       ,41,07W
21-22,473.0,1.0,ISLE PUBLIC SCHOOL DISTRICT        ,0.0,District Totals,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,7.0,14.0,3.0,21.0,48,Mille Lacs                                   , ,07E
21-22,473.0,1.0,ISLE PUBLIC SCHOOL DISTRICT        ,20.0,ISLE SECONDARY                     ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,5.0,14.0,2.0,19.0,48,Mille Lacs                                   ,33,07E
21-22,473.0,1.0,ISLE PUBLIC SCHOOL DISTRICT        ,40.0,ISLE AREA LEARNING CENTER          ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,48,Mille Lacs                                   ,41,07E
21-22,477.0,1.0,PRINCETON PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,101.0,109.0,0.0,3.0,108.0,117.0,15.0,225.0,48,Mille Lacs                                   , ,07E
21-22,477.0,1.0,PRINCETON PUBLIC SCHOOL DISTRICT   ,30.0,Princeton High School              ,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,85.0,80.0,0.0,2.0,92.0,87.0,14.0,179.0,48,Mille Lacs                                   ,32,07E
21-22,477.0,1.0,PRINCETON PUBLIC SCHOOL DISTRICT   ,80.0,Princeton Online MN                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,1.0,3.0,17.0,1.0,20.0,48,Mille Lacs                                   ,46,07E
21-22,477.0,1.0,PRINCETON PUBLIC SCHOOL DISTRICT   ,100.0,Princeton Area Learning Center     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,11.0,12.0,0.0,23.0,48,Mille Lacs                                   ,41,07E
21-22,477.0,1.0,PRINCETON PUBLIC SCHOOL DISTRICT   ,250.0,Onward Transition Program          ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,48,Mille Lacs                                   ,55,07E
21-22,480.0,1.0,ONAMIA PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,8.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,16.0,16.0,21.0,32.0,48,Mille Lacs                                   , ,07E
21-22,480.0,1.0,ONAMIA PUBLIC SCHOOL DISTRICT      ,20.0,Onamia High School                 ,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,12.0,15.0,18.0,27.0,48,Mille Lacs                                   ,32,07E
21-22,480.0,1.0,ONAMIA PUBLIC SCHOOL DISTRICT      ,30.0,Onamia Academy                     ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,48,Mille Lacs                                   ,77,07E
21-22,480.0,1.0,ONAMIA PUBLIC SCHOOL DISTRICT      ,35.0,KOKESH AREA LEARNING CENTER        ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,48,Mille Lacs                                   ,41,07E
21-22,482.0,1.0,LITTLE FALLS PUBLIC SCHOOL DISTRICT,0.0,District Totals,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,78.0,78.0,1.0,1.0,81.0,83.0,8.0,164.0,49,Morrison                                     , ,05 
21-22,482.0,1.0,LITTLE FALLS PUBLIC SCHOOL DISTRICT,300.0,LITTLE FALLS SENIOR HIGH           ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0,67.0,0.0,1.0,63.0,70.0,4.0,133.0,49,Morrison                                     ,32,05 
21-22,482.0,1.0,LITTLE FALLS PUBLIC SCHOOL DISTRICT,400.0,LITTLE FALLS CONTINUING EDUCATION  ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,11.0,1.0,0.0,18.0,13.0,4.0,31.0,49,Morrison                                     ,41,05 
21-22,484.0,1.0,PIERZ PUBLIC SCHOOL DISTRICT       ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,47.0,0.0,0.0,44.0,47.0,1.0,91.0,49,Morrison                                     , ,05 
21-22,484.0,1.0,PIERZ PUBLIC SCHOOL DISTRICT       ,30.0,HEALY SECONDARY                    ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,46.0,0.0,0.0,42.0,46.0,1.0,88.0,49,Morrison                                     ,33,05 
21-22,484.0,1.0,PIERZ PUBLIC SCHOOL DISTRICT       ,40.0,PIERZ ALTERNATIVE PROGRAM          ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,49,Morrison                                     ,42,05 
21-22,485.0,1.0,ROYALTON PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,0.0,1.0,31.0,33.0,4.0,64.0,49,Morrison                                     , ,05 
21-22,485.0,1.0,ROYALTON PUBLIC SCHOOL DISTRICT    ,20.0,ROYALTON HIGH SCHOOL               ,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,0.0,1.0,31.0,33.0,4.0,64.0,49,Morrison                                     ,32,05 
21-22,486.0,1.0,SWANVILLE PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,14.0,5.0,1.0,19.0,49,Morrison                                     , ,05 
21-22,486.0,1.0,SWANVILLE PUBLIC SCHOOL DISTRICT   ,20.0,SWANVILLE SECONDARY                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,13.0,5.0,1.0,18.0,49,Morrison                                     ,33,05 
21-22,486.0,1.0,SWANVILLE PUBLIC SCHOOL DISTRICT   ,30.0,MOLLY CREEK AREA LEARNING CENTER   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49,Morrison                                     ,41,05 
21-22,487.0,1.0,UPSALA PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0,0.0,34.0,49,Morrison                                     , ,05 
21-22,487.0,1.0,UPSALA PUBLIC SCHOOL DISTRICT      ,20.0,UPSALA SECONDARY                   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,17.0,17.0,0.0,34.0,49,Morrison                                     ,33,05 
21-22,492.0,1.0,AUSTIN PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,2.0,1.0,14.0,16.0,10.0,15.0,25.0,41.0,1.0,1.0,0.0,0.0,67.0,82.0,5.0,3.0,124.0,159.0,134.0,283.0,50,Mower                                        , ,10 
21-22,492.0,1.0,AUSTIN PUBLIC SCHOOL DISTRICT      ,145.0,AUSTIN AREA LEARNING CNTR. - SUMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,50,Mower                                        ,41,10 
21-22,492.0,1.0,AUSTIN PUBLIC SCHOOL DISTRICT      ,150.0,AUSTIN AREA LEARNING CENTER        ,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,7.0,10.0,13.0,50,Mower                                        ,41,10 
21-22,492.0,1.0,AUSTIN PUBLIC SCHOOL DISTRICT      ,175.0,Austin Online Academy              ,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,13.0,7.0,15.0,50,Mower                                        ,46,10 
21-22,492.0,1.0,AUSTIN PUBLIC SCHOOL DISTRICT      ,200.0,AUSTIN SENIOR HIGH                 ,2.0,0.0,14.0,15.0,9.0,13.0,21.0,33.0,1.0,1.0,0.0,0.0,64.0,73.0,5.0,1.0,116.0,136.0,115.0,252.0,50,Mower                                        ,32,10 
21-22,495.0,1.0,GRAND MEADOW PUBLIC SCHOOL DISTRICT,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,16.0,11.0,0.0,27.0,50,Mower                                        , ,10 
21-22,495.0,1.0,GRAND MEADOW PUBLIC SCHOOL DISTRICT,30.0,GRAND MEADOW SENIOR HIGH           ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,16.0,11.0,0.0,27.0,50,Mower                                        ,32,10 
21-22,497.0,1.0,LYLE PUBLIC SCHOOL DISTRICT        ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,5.0,10.0,5.0,15.0,50,Mower                                        , ,10 
21-22,497.0,1.0,LYLE PUBLIC SCHOOL DISTRICT        ,20.0,LYLE SECONDARY                     ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,5.0,10.0,5.0,15.0,50,Mower                                        ,33,10 
21-22,499.0,1.0,LEROY-OSTRANDER PUBLIC SCHOOLS     ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,6.0,7.0,1.0,13.0,50,Mower                                        , ,10 
21-22,499.0,1.0,LEROY-OSTRANDER PUBLIC SCHOOLS     ,30.0,LEROY SECONDARY                    ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,6.0,7.0,1.0,13.0,50,Mower                                        ,33,10 
21-22,500.0,1.0,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,11.0,15.0,0.0,26.0,50,Mower                                        , ,10 
21-22,500.0,1.0,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,40.0,SOUTHLAND SENIOR HIGH              ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,11.0,15.0,0.0,26.0,50,Mower                                        ,32,10 
21-22,505.0,1.0,FULDA PUBLIC SCHOOL DISTRICT       ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,14.0,51,Murray                                       , ,08 
21-22,505.0,1.0,FULDA PUBLIC SCHOOL DISTRICT       ,20.0,FULDA SECONDARY                    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,14.0,51,Murray                                       ,33,08 
21-22,507.0,1.0,NICOLLET PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,17.0,1.0,0.0,11.0,18.0,2.0,29.0,52,Nicollet                                     , ,09 
21-22,507.0,1.0,NICOLLET PUBLIC SCHOOL DISTRICT    ,20.0,Nicollet High School               ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,17.0,1.0,0.0,11.0,18.0,2.0,29.0,52,Nicollet                                     ,33,09 
21-22,508.0,1.0,ST. PETER PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,1.0,1.0,2.0,6.0,10.0,14.0,6.0,0.0,0.0,0.0,0.0,46.0,56.0,0.0,4.0,67.0,79.0,44.0,146.0,52,Nicollet                                     , ,09 
21-22,508.0,1.0,ST. PETER PUBLIC SCHOOL DISTRICT   ,20.0,ROCK BEND HS ALC                   ,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,9.0,4.0,7.0,13.0,52,Nicollet                                     ,41,09 
