dat_yer,dst_num,dst_tye,dst_nam,sch_num,sch_nam,sai_mal,sai_fem,api_mal,api_fem,blk_mal,blk_fem,shl_mal,shl_fem,hpi_mal,hpi_fem,oip_mal,oip_fem,wht_mal,wht_fem,smr_mal,smr_fem,tot_mal,tot_fem,tot_mny,tot_tot,cou_num,cou_nam,sch_cls,eco_dev
21-22,599.0,1.0,FERTILE-BELTRAMI SCHOOL DISTRICT   ,20.0,FERTILE-BELTRAMI SECONDARY         ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,0.0,0.0,17.0,23.0,2.0,40.0,60,Polk                                         ,33,01 
21-22,600.0,1.0,FISHER PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,14.0,8.0,3.0,22.0,60,Polk                                         , ,01 
21-22,600.0,1.0,FISHER PUBLIC SCHOOL DISTRICT      ,2.0,FISHER SECONDARY                   ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,14.0,8.0,3.0,22.0,60,Polk                                         ,33,01 
21-22,601.0,1.0,FOSSTON PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,23.0,19.0,6.0,42.0,60,Polk                                         , ,01 
21-22,601.0,1.0,FOSSTON PUBLIC SCHOOL DISTRICT     ,20.0,FOSSTON SECONDARY                  ,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,23.0,19.0,6.0,42.0,60,Polk                                         ,33,01 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,0.0,District Totals,4.0,6.0,54.0,53.0,44.0,53.0,60.0,55.0,0.0,0.0,0.0,0.0,265.0,284.0,24.0,32.0,451.0,483.0,385.0,934.0,62,Ramsey                                       , ,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,58.0,HIGH SCHOOL SUMMER PROGRAM         ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,62,Ramsey                                       ,41,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,59.0,Mounds View Adult Education        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,62,Ramsey                                       ,42,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,60.0,MOUNDS VIEW ALC                    ,1.0,2.0,2.0,0.0,4.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,12.0,11.0,4.0,4.0,27.0,30.0,34.0,57.0,62,Ramsey                                       ,41,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,61.0,Career and Life Trans Prg Tin Lake ,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,10.0,5.0,8.0,15.0,62,Ramsey                                       ,50,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,64.0,MOUNDS VIEW SENIOR HIGH            ,1.0,1.0,27.0,30.0,7.0,10.0,12.0,16.0,0.0,0.0,0.0,0.0,141.0,150.0,11.0,15.0,199.0,222.0,130.0,421.0,62,Ramsey                                       ,32,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,65.0,IRONDALE SENIOR HIGH               ,2.0,3.0,23.0,22.0,29.0,39.0,41.0,26.0,0.0,0.0,0.0,0.0,102.0,115.0,8.0,11.0,205.0,216.0,204.0,421.0,62,Ramsey                                       ,32,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,68.0,Reach Transition                   ,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,4.0,7.0,62,Ramsey                                       ,50,11 
21-22,621.0,1.0,MOUNDS VIEW PUBLIC SCHOOL DISTRICT ,71.0,Career and Life Transition Program ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,6.0,62,Ramsey                                       ,50,11 
21-22,622.0,1.0,North St. Paul-Maplewood Oakdale   ,0.0,District Totals,5.0,2.0,86.0,101.0,58.0,66.0,50.0,58.0,0.0,1.0,0.0,0.0,132.0,112.0,26.0,20.0,357.0,360.0,473.0,717.0,62,Ramsey                                       , ,11 
21-22,622.0,1.0,North St. Paul-Maplewood Oakdale   ,41.0,Harmony Learning Center            ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,62,Ramsey                                       ,50,11 
21-22,622.0,1.0,North St. Paul-Maplewood Oakdale   ,43.0,The Next Step                      ,1.0,0.0,4.0,1.0,5.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,24.0,16.0,27.0,40.0,62,Ramsey                                       ,50,11 
21-22,622.0,1.0,North St. Paul-Maplewood Oakdale   ,49.0,622 Online High School             ,0.0,0.0,1.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,3.0,8.0,20.0,16.0,28.0,62,Ramsey                                       ,46,11 
21-22,622.0,1.0,North St. Paul-Maplewood Oakdale   ,57.0,NORTH SENIOR HIGH                  ,3.0,0.0,50.0,49.0,22.0,20.0,19.0,25.0,0.0,0.0,0.0,0.0,46.0,46.0,10.0,9.0,150.0,149.0,207.0,299.0,62,Ramsey                                       ,32,11 
21-22,622.0,1.0,North St. Paul-Maplewood Oakdale   ,58.0,TARTAN SENIOR HIGH                 ,1.0,2.0,31.0,44.0,29.0,38.0,27.0,27.0,0.0,1.0,0.0,0.0,71.0,56.0,15.0,7.0,174.0,175.0,222.0,349.0,62,Ramsey                                       ,32,11 
21-22,623.0,1.0,ROSEVILLE PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,3.0,5.0,51.0,47.0,48.0,43.0,35.0,41.0,0.0,0.0,0.0,0.0,130.0,127.0,13.0,7.0,280.0,270.0,293.0,550.0,62,Ramsey                                       , ,11 
21-22,623.0,1.0,ROSEVILLE PUBLIC SCHOOL DISTRICT   ,69.0,ROSEVILLE AREA SENIOR HIGH         ,3.0,3.0,48.0,43.0,42.0,39.0,28.0,37.0,0.0,0.0,0.0,0.0,127.0,126.0,13.0,7.0,261.0,255.0,263.0,516.0,62,Ramsey                                       ,32,11 
21-22,623.0,1.0,ROSEVILLE PUBLIC SCHOOL DISTRICT   ,615.0,FAIRVIEW ALTERNATIVE HIGH SCHOOL   ,0.0,2.0,3.0,4.0,6.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,19.0,15.0,30.0,34.0,62,Ramsey                                       ,41,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,0.0,District Totals,5.0,3.0,21.0,13.0,15.0,13.0,21.0,20.0,0.0,1.0,0.0,0.0,205.0,203.0,12.0,15.0,279.0,268.0,139.0,547.0,62,Ramsey                                       , ,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,55.0,WHITE BEAR NORTH CAMPUS SENIOR     ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,62,Ramsey                                       ,32,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,95.0,WHITE BEAR SOUTH CAMPUS SENIOR     ,4.0,2.0,17.0,11.0,11.0,11.0,14.0,12.0,0.0,1.0,0.0,0.0,163.0,159.0,11.0,9.0,220.0,205.0,103.0,425.0,62,Ramsey                                       ,32,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,99.0,Distance Learning Academy - H      ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,4.0,2.0,9.0,62,Ramsey                                       ,32,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,837.0,WHITE BEAR AREA LEARNING CENTER    ,0.0,1.0,2.0,1.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,25.0,28.0,0.0,4.0,32.0,42.0,21.0,74.0,62,Ramsey                                       ,41,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,839.0,WHITE BEAR TRANSITION PLUS PROGRAM ,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,13.0,11.0,9.0,24.0,62,Ramsey                                       ,50,11 
21-22,624.0,1.0,WHITE BEAR LAKE SCHOOL DISTRICT    ,840.0,AREA LEARNING CENTER SUMMER        ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,8.0,6.0,3.0,14.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,20.0,30.0,435.0,440.0,273.0,262.0,148.0,135.0,0.0,0.0,0.0,0.0,234.0,224.0,45.0,50.0,1155.0,1141.0,1838.0,2296.0,62,Ramsey                                       , ,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,6.0,A. G. A. P. E. TEEN PARENT         ,0.0,1.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,14.0,62,Ramsey                                       ,71,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,200.0,Saint Paul Online High School      ,1.0,1.0,5.0,13.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,14.0,27.0,32.0,41.0,62,Ramsey                                       ,46,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,210.0,CENTRAL SENIOR HIGH                ,0.0,1.0,27.0,26.0,47.0,42.0,15.0,10.0,0.0,0.0,0.0,0.0,83.0,106.0,8.0,13.0,180.0,198.0,189.0,378.0,62,Ramsey                                       ,32,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,211.0,Creative Arts Secondary School     ,0.0,1.0,2.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,8.0,12.0,15.0,20.0,62,Ramsey                                       ,33,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,212.0,COMO PARK SENIOR HIGH              ,4.0,3.0,39.0,36.0,34.0,37.0,5.0,8.0,0.0,0.0,0.0,0.0,25.0,15.0,3.0,4.0,110.0,103.0,173.0,213.0,62,Ramsey                                       ,32,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,215.0,HARDING SENIOR HIGH                ,2.0,7.0,92.0,105.0,27.0,24.0,14.0,17.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,6.0,142.0,166.0,298.0,308.0,62,Ramsey                                       ,32,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,220.0,HIGHLAND PARK SENIOR HIGH          ,0.0,2.0,15.0,26.0,31.0,39.0,28.0,30.0,0.0,0.0,0.0,0.0,41.0,45.0,14.0,9.0,129.0,151.0,194.0,280.0,62,Ramsey                                       ,32,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,225.0,HUMBOLDT HIGH SCHOOL               ,0.0,3.0,30.0,27.0,12.0,14.0,10.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,58.0,55.0,109.0,113.0,62,Ramsey                                       ,33,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,230.0,JOHNSON SENIOR HIGH                ,1.0,2.0,57.0,65.0,20.0,11.0,16.0,8.0,0.0,0.0,0.0,0.0,14.0,2.0,3.0,3.0,111.0,91.0,186.0,202.0,62,Ramsey                                       ,32,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,250.0,OPEN WORLD LEARNING SECONDARY      ,1.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,1.0,1.0,23.0,16.0,13.0,39.0,62,Ramsey                                       ,33,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,252.0,WASHINGTON TECH SECONDARY MAGNET   ,3.0,1.0,67.0,56.0,16.0,18.0,6.0,10.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,4.0,99.0,90.0,183.0,189.0,62,Ramsey                                       ,33,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,430.0,BRIDGE VIEW SPECIAL EDUCATION      ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,62,Ramsey                                       ,50,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,608.0,FOCUS BEYOND                       ,1.0,1.0,19.0,10.0,18.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,17.0,10.0,2.0,0.0,67.0,36.0,76.0,103.0,62,Ramsey                                       ,50,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,695.0,JOURNEYS SECONDARY SCHOOL          ,0.0,1.0,4.0,0.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,16.0,16.0,27.0,32.0,62,Ramsey                                       ,50,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,710.0,GORDON PARKS HIGH SCHOOL           ,2.0,2.0,11.0,8.0,22.0,9.0,7.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,45.0,35.0,73.0,80.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,718.0,ALC Gateway to College             ,0.0,1.0,3.0,9.0,9.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,19.0,30.0,43.0,49.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,723.0,LEAP HIGH SCHOOL                   ,0.0,0.0,2.0,3.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,15.0,15.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,732.0,ALC Online School                  ,1.0,0.0,7.0,11.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,18.0,19.0,29.0,37.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,795.0,Gordon Parks HS Summer             ,3.0,3.0,44.0,36.0,19.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,1.0,89.0,65.0,142.0,154.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,796.0,LEAP HS Summer                     ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,62,Ramsey                                       ,41,11 
21-22,625.0,1.0,ST. PAUL PUBLIC SCHOOL DISTRICT    ,841.0,GUADALUPE ALTERNATIVE PROGRAMS     ,1.0,0.0,8.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,11.0,25.0,27.0,62,Ramsey                                       ,43,11 
21-22,630.0,1.0,RED LAKE FALLS PUBLIC SCHOOL DIST. ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,8.0,16.0,0.0,24.0,63,Red Lake                                     , ,01 
21-22,630.0,1.0,RED LAKE FALLS PUBLIC SCHOOL DIST. ,20.0,LAFAYETTE SECONDARY                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,8.0,16.0,0.0,24.0,63,Red Lake                                     ,33,01 
21-22,640.0,1.0,WABASSO PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,18.0,20.0,4.0,38.0,64,Redwood                                      , ,08 
21-22,640.0,1.0,WABASSO PUBLIC SCHOOL DISTRICT     ,20.0,WABASSO SECONDARY                  ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,18.0,20.0,4.0,38.0,64,Redwood                                      ,33,08 
21-22,656.0,1.0,FARIBAULT PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,0.0,3.0,3.0,27.0,22.0,28.0,18.0,0.0,0.0,0.0,0.0,72.0,64.0,2.0,0.0,132.0,107.0,103.0,239.0,66,Rice                                         , ,10 
21-22,656.0,1.0,FARIBAULT PUBLIC SCHOOL DISTRICT   ,80.0,FARIBAULT SENIOR HIGH              ,0.0,0.0,2.0,3.0,15.0,15.0,17.0,16.0,0.0,0.0,0.0,0.0,56.0,56.0,2.0,0.0,92.0,90.0,70.0,182.0,66,Rice                                         ,32,10 
21-22,656.0,1.0,FARIBAULT PUBLIC SCHOOL DISTRICT   ,81.0,FARIBAULT AREA LEARNING CENTER     ,0.0,0.0,0.0,0.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,27.0,6.0,20.0,33.0,66,Rice                                         ,41,10 
21-22,656.0,1.0,FARIBAULT PUBLIC SCHOOL DISTRICT   ,82.0,SECONDARY AREA LEARNING CNTR SUMMER,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,66,Rice                                         ,41,10 
21-22,656.0,1.0,FARIBAULT PUBLIC SCHOOL DISTRICT   ,910.0,Falcons Online Academy-HS          ,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,11.0,9.0,12.0,20.0,66,Rice                                         ,32,10 
21-22,659.0,1.0,NORTHFIELD PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,1.0,1.0,3.0,7.0,8.0,19.0,25.0,0.0,0.0,0.0,0.0,128.0,130.0,3.0,6.0,158.0,173.0,73.0,331.0,66,Rice                                         , ,10 
21-22,659.0,1.0,NORTHFIELD PUBLIC SCHOOL DISTRICT  ,1.0,NORTHFIELD SENIOR HIGH             ,0.0,1.0,0.0,3.0,4.0,5.0,16.0,20.0,0.0,0.0,0.0,0.0,117.0,108.0,2.0,6.0,139.0,143.0,57.0,282.0,66,Rice                                         ,32,10 
21-22,659.0,1.0,NORTHFIELD PUBLIC SCHOOL DISTRICT  ,17.0,Northfield Portage High School     ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,12.0,1.0,0.0,11.0,14.0,5.0,25.0,66,Rice                                         ,46,10 
21-22,659.0,1.0,NORTHFIELD PUBLIC SCHOOL DISTRICT  ,85.0,NORTHFIELD AREA LEARNING CENTER    ,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,8.0,16.0,11.0,24.0,66,Rice                                         ,41,10 
21-22,671.0,1.0,HILLS-BEAVER CREEK SCHOOL DISTRICT ,0.0,District Totals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,0.0,26.0,12.0,0.0,38.0,67,Rock                                         , ,08 
21-22,671.0,1.0,HILLS-BEAVER CREEK SCHOOL DISTRICT ,20.0,HILLS-BEAVER CREEK SECONDARY       ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,0.0,0.0,26.0,12.0,0.0,38.0,67,Rock                                         ,33,08 
21-22,676.0,1.0,BADGER PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,5.0,14.0,4.0,19.0,68,Roseau                                       , ,01 
21-22,676.0,1.0,BADGER PUBLIC SCHOOL DISTRICT      ,20.0,BADGER SECONDARY                   ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,5.0,14.0,4.0,19.0,68,Roseau                                       ,33,01 
21-22,682.0,1.0,ROSEAU PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,52.0,34.0,1.0,0.0,56.0,39.0,9.0,95.0,68,Roseau                                       , ,01 
21-22,682.0,1.0,ROSEAU PUBLIC SCHOOL DISTRICT      ,20.0,ROSEAU SECONDARY                   ,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,52.0,34.0,1.0,0.0,56.0,39.0,9.0,95.0,68,Roseau                                       ,33,01 
21-22,690.0,1.0,WARROAD PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,22.0,0.0,2.0,29.0,33.0,14.0,62.0,68,Roseau                                       , ,01 
21-22,690.0,1.0,WARROAD PUBLIC SCHOOL DISTRICT     ,30.0,WARROAD HIGH SCHOOL                ,2.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,22.0,0.0,2.0,29.0,33.0,14.0,62.0,68,Roseau                                       ,33,01 
21-22,695.0,1.0,CHISHOLM PUBLIC SCHOOL DISTRICT    ,0.0,District Totals,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,15.0,22.0,5.0,37.0,69,St. Louis                                    , ,03 
21-22,695.0,1.0,CHISHOLM PUBLIC SCHOOL DISTRICT    ,302.0,CHISHOLM SECONDARY                 ,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,15.0,22.0,5.0,37.0,69,St. Louis                                    ,33,03 
21-22,696.0,1.0,ELY PUBLIC SCHOOL DISTRICT         ,0.0,District Totals,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,15.0,14.0,4.0,29.0,69,St. Louis                                    , ,03 
21-22,696.0,1.0,ELY PUBLIC SCHOOL DISTRICT         ,3.0,MEMORIAL HIGH SCHOOL               ,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,15.0,14.0,4.0,29.0,69,St. Louis                                    ,32,03 
21-22,698.0,1.0,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,0.0,District Totals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,6.0,8.0,4.0,14.0,69,St. Louis                                    , ,03 
21-22,698.0,1.0,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,20.0,FLOODWOOD SECONDARY                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,6.0,7.0,3.0,13.0,69,St. Louis                                    ,33,03 
21-22,698.0,1.0,FLOODWOOD PUBLIC SCHOOL DISTRICT   ,30.0,FLOODWOOD ALT. LEARNING PROGRAM    ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,69,St. Louis                                    ,42,03 
21-22,700.0,1.0,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,0.0,District Totals,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,75.0,2.0,2.0,71.0,79.0,8.0,150.0,69,St. Louis                                    , ,03 
21-22,700.0,1.0,HERMANTOWN PUBLIC SCHOOL DISTRICT  ,20.0,HERMANTOWN SENIOR HIGH             ,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,75.0,2.0,2.0,71.0,79.0,8.0,150.0,69,St. Louis                                    ,32,03 
21-22,701.0,1.0,HIBBING PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,62.0,0.0,1.0,70.0,69.0,11.0,139.0,69,St. Louis                                    , ,03 
21-22,701.0,1.0,HIBBING PUBLIC SCHOOL DISTRICT     ,350.0,HIBBING HIGH                       ,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,64.0,60.0,0.0,1.0,68.0,67.0,11.0,135.0,69,St. Louis                                    ,33,03 
21-22,701.0,1.0,HIBBING PUBLIC SCHOOL DISTRICT     ,360.0,MESABI AREA LEARNING CENTER        ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,69,St. Louis                                    ,41,03 
21-22,704.0,1.0,PROCTOR PUBLIC SCHOOL DISTRICT     ,0.0,District Totals,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,63.0,52.0,2.0,0.0,68.0,58.0,11.0,126.0,69,St. Louis                                    , ,03 
21-22,704.0,1.0,PROCTOR PUBLIC SCHOOL DISTRICT     ,1.0,PROCTOR SENIOR HIGH                ,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,62.0,52.0,2.0,0.0,67.0,58.0,11.0,125.0,69,St. Louis                                    ,32,03 
21-22,704.0,1.0,PROCTOR PUBLIC SCHOOL DISTRICT     ,20.0,RAILS ACADEMY                      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,69,St. Louis                                    ,42,03 
21-22,709.0,1.0,DULUTH PUBLIC SCHOOL DISTRICT      ,0.0,District Totals,15.0,12.0,6.0,5.0,10.0,8.0,13.0,8.0,1.0,0.0,0.0,1.0,272.0,273.0,12.0,19.0,329.0,326.0,110.0,655.0,69,St. Louis                                    , ,03 
